1	5.53655e-005		5.53655e-005		5.53655e-005
2	0.000152005		4.21705e-005		4.21705e-005
3	0.000264549		7.5089e-005		7.5089e-005
4	0.000401803		6.27216e-005		6.27216e-005
5	0.000526019		6.14997e-005		6.14997e-005
6	0.000645073		5.76177e-005		5.76177e-005
7	0.000780405		7.94665e-005		7.94665e-005
8	0.000894053		4.06336e-005		4.06336e-005
9	0.000979594		4.50197e-005		4.50197e-005
10	0.00106872		4.41078e-005		4.41078e-005
11	0.00115516		4.23524e-005		4.23524e-005
12	0.00125958		6.43599e-005		6.43599e-005
13	0.00140159		7.83373e-005		7.83373e-005
14	0.00154514		6.57649e-005		6.57649e-005
15	0.00167823		6.7336e-005		6.7336e-005
16	0.00182061		7.52611e-005		7.52611e-005
17	0.00193166		4.0968e-005		4.0968e-005
18	0.00204118		7.31846e-005		7.31846e-005
19	0.00218949		7.5139e-005		7.5139e-005
20	0.00231643		5.36137e-005		5.36137e-005
21	0.00243429		6.477e-005		6.477e-005
22	0.00257161		7.27866e-005		7.27866e-005
23	0.00270443		6.05939e-005		6.05939e-005
24	0.00283715		7.26707e-005		7.26707e-005
25	0.00296555		5.67193e-005		5.67193e-005
26	0.00308549		6.34077e-005		6.34077e-005
27	0.00319563		4.78286e-005		4.78286e-005
28	0.00330107		5.8117e-005		5.8117e-005
29	0.00342452		6.55574e-005		6.55574e-005
30	0.00352876		4.14331e-005		4.14331e-005
31	0.00364383		7.98975e-005		7.98975e-005
32	0.00376265		4.41774e-005		4.41774e-005
33	0.00388042		7.84802e-005		7.84802e-005
34	0.00403456		7.56847e-005		7.56847e-005
35	0.00418932		7.91125e-005		7.91125e-005
36	0.00432432		5.75957e-005		5.75957e-005
37	0.00443604		5.41765e-005		5.41765e-005
38	0.00456208		7.33116e-005		7.33116e-005
39	0.00470973		7.43419e-005		7.43419e-005
40	0.00484417		6.07721e-005		6.07721e-005
41	0.00496335		5.84393e-005		5.84393e-005
42	0.00509836		7.79772e-005		7.79772e-005
43	0.0052477		7.15024e-005		7.15024e-005
44	0.0053615		4.52785e-005		4.52785e-005
45	0.00547297		6.86007e-005		6.86007e-005
46	0.00557972		4.15284e-005		4.15284e-005
47	0.00568242		6.34993e-005		6.34993e-005
48	0.0058129		6.70235e-005		6.70235e-005
49	0.00595284		7.30503e-005		7.30503e-005
50	0.00609633		7.04599e-005		7.04599e-005
51	0.00622183		5.58818e-005		5.58818e-005
52	0.0063507		7.43004e-005		7.43004e-005
53	0.00649706		7.20811e-005		7.20811e-005
54	0.00661515		4.83645e-005		4.83645e-005
55	0.00670788		4.44447e-005		4.44447e-005
56	0.00682712		7.99841e-005		7.99841e-005
57	0.00694884		4.63088e-005		4.63088e-005
